season,price_AUS,price_CHF,price_CZE,price_GER,price_ESP,price_FRA,price_UK,price_ITA,price_POL,price_SVK
winter,,-1.3836083288051506,-3.828420069542582,-3.192501320513581,,-1.7772354879162882,-1.3787159151236614,-3.4088860946237025,-2.7650698440223875,
spring,-3.368095387874929,,,-3.952303104288598,-2.7898831495174874,,-2.0922499356420334,-3.542184448499582,-2.726523725144923,-3.7136498640835636
summer,,-2.038490129625808,-3.4637297442440342,-3.8947537946317645,-2.431093725522974,,-2.6803068558943037,-3.6159385679655447,,-3.703135573955823
autumn,-3.3758995830496983,-0.9793288841994876,-3.5383903184270507,,-2.0487331351717595,,,-3.8654882402790345,-3.008202086653152,-3.6435511144979067
winter,,-2.876241725084444,-3.1970999865544742,-3.9064959917956323,-1.7131349470064716,-3.196987796647296,-3.4821688743324484,,-2.968523781018975,
spring,-2.767520937231602,-2.295117332421148,,,-1.4836071018839128,-3.44456282006922,-3.392744098656893,-3.5175365545689665,,-3.698712241254766
summer,,,-2.5996231065295143,-3.6826967134078368,-1.5544915857979889,-3.653496559149046,-3.6233707663764867,,-2.41447826214379,-3.3482046279825903
autumn,-2.212076737178,1.1981033792617186,,,,-3.749148077537143,-3.5437990824661134,-3.7894540393560066,-2.6038281034767112,-3.1343925145802682
winter,-1.8972286983630464,3.86497766514335,-1.7159180340164264,,-1.779625547533171,,-3.3818266097589422,,-2.1804384856048755,-2.9791966827384213
spring,-1.7482569538639776,6.462587167486035,-1.6742095605267355,-2.2513504737933028,-1.9126171182915113,,-3.4635896529866974,,-1.9221559836132338,
summer,,5.295087851134972,-1.4639229766085964,-1.9844418365043959,-2.1342203874775088,-3.540342469132097,,-3.3063867323221854,-1.729975766500002,
autumn,-1.148504360745521,5.473578308271275,,,-2.350381352558795,-3.4559530039389887,,-3.366222544364022,-1.5525076421531732,-2.1842433049164365
winter,,4.955498707511537,-0.8081368583110285,-1.2276914323614907,-2.6999971720780076,,-2.8889996388938046,-3.2584619541535207,-1.3856924258001144,
spring,,3.743286219651109,-0.6537639228206016,-0.8219003319204791,-2.9399828015174654,,-2.9437777294510465,,-1.2945864656544686,-1.5577188365192636
summer,,3.5226020677690824,-0.37575478410421864,,-3.236995487484943,-2.8714210075681157,-2.799226099803656,-2.8722799651027233,-1.0877458290308102,
autumn,-0.5856032455673904,2.537440861855389,,-0.3569524052048452,-3.342086394388191,-2.6794444458721567,-2.83358808812541,,-0.8947927451714647,
winter,-0.3166721650731933,2.4803723795327843,-0.27443979152037856,,,-2.530319430753495,-2.565510412648292,-2.544783746856839,-0.7890980471735831,
spring,,2.2897521848012645,-0.38193920183374697,,-3.71895764006074,,-2.768751752714508,-2.5285612902735406,-0.6125741879055,-0.7382999546484958
summer,-0.14325766392960398,2.3729856257565096,,0.008305282128956308,,,-2.537682980258081,-2.476319708496735,-0.33585566553936064,-0.49962815080321465
autumn,,2.6085280168071776,,0.01557734999209414,-4.049398021174878,-2.5947940303494197,,-2.3451691731148183,-0.3343011134006324,-0.508216898747371
winter,-0.042952028719933755,,,,-3.874669369364279,-2.3464192164958564,-2.5107168493172214,-2.20716310119796,-0.14868590994791364,-0.21642975429185363
spring,0.10142221348226971,2.63347127210288,,0.12645178894860049,,-2.5420319318531948,-2.4365391550413413,,-0.010954759970699168,-0.28427331887591756
summer,-0.044207314422857635,2.4475338449378725,,0.018307317094628357,-4.086683490789443,-2.4915458040667566,,-2.2009819217688706,-0.13239426333236048,
autumn,0.15729346719001108,,,0.09483833966531,-4.006186287035378,,-2.3849125642750666,-2.24238113866863,-0.05566549140867827,-0.23821497313557127
winter,,2.5120566836972404,-0.12546224425179003,,-4.007230776997205,-2.306968519469997,,-2.349749720536213,-0.1686994294465044,-0.056301881967560474
spring,0.1321648050133748,2.4001707270886135,-0.20994960741802332,0.12418318207064159,,-2.2657367699886253,,,0.06565003808474801,-0.16049662927899644
summer,,2.340718125017533,0.01331184439593125,,,-2.2649445024156027,-2.3431141568757274,-2.1062604611416895,-0.23636359781954608,-0.049759895158139056
autumn,0.1176303214447525,,,0.08025721148532801,-3.916277355781083,-2.2673892202239334,-2.2167012972138362,-2.1620135339903714,,-0.1720267261728493
winter,0.026982403695112844,2.5201589955355024,,0.14074643924226937,,-2.4961977723612376,,-2.240033278001185,-0.12312928368436205,-0.1564387454912447
spring,-0.15687545251828433,2.198059435427942,-0.24546371337542916,,,-2.3634503703227967,-2.431090376106569,-2.433417906170336,-0.040186482878872165,
summer,-0.02537423577191128,,,0.16516004897009506,-4.023032448677101,-2.433472087670429,-2.4983604281420395,-2.375212743849948,,-0.4464150434115959
autumn,,2.3211251618733204,-0.20824732381459088,0.024541432949282016,-3.9792093637585957,-2.5326109021370353,-2.523148681716455,-2.5525421507135153,,
winter,-0.17367634134829757,2.386972540049494,-0.08849294717967082,,,-2.457071714394591,-2.3795116740680444,,-0.47126606913972524,-0.6324005306123404
spring,,,-0.2670015466710203,-0.18278416055969965,-3.6172908137228807,,-2.6647085618687036,-2.6402779800963794,-0.6958060946702365,-0.9877194698022654
summer,,2.7345627449871355,-0.26450781318551897,-0.46838455998228246,-3.7070584290378745,,-2.7204053538595687,,-0.5781548599887718,-0.8707842572204137
autumn,-0.46980380653313186,2.7151689547837594,-0.4352486889879037,,-3.5384427696165375,-2.6605508394984367,,-2.8177131395187875,,-1.190588377956059
winter,-0.550058167629516,2.7581667911773353,,-0.48825706884639064,,,-2.8828308908422438,-3.0689260510063,-1.025178566129522,-1.1499553228440687
spring,,,,-0.7481080065295882,-3.254758005394902,-2.8338668206577675,-2.7800544086831205,-3.018244848675604,-0.9142796400671785,-1.567955353889308
summer,-0.9153462517835718,4.2946396591306435,-0.5800297805401552,-0.8509299063014294,,,-2.914236199958101,-3.002023945723454,-1.0362362643158787,
autumn,,,-0.7500026522653072,-1.0301958655208752,,-3.1617929683354506,-3.0524524630190295,-3.139077850981891,-1.373961049061578,-1.6545658737960176
winter,-1.0927633992388832,4.187046182116276,-0.8940750758879297,-1.1026145871316007,-2.617702969057405,-3.036180172537904,,-2.9669418645974366,,
spring,,4.970254329656925,-0.990475521727493,-1.3507963084511572,-2.7369171090025497,,-2.9289270064963784,,-1.2923321536065888,-2.039386268549999
summer,,5.280704724368229,-0.955198188259903,,-2.6579170809634607,,-3.101376737860359,-3.4072324522339024,-1.5022463088405793,-2.03922659339732
autumn,-1.239011569968384,5.301817200302906,-1.2044446982281083,,,-3.335606129930646,-3.35729008721845,-3.2561987063943905,,-2.1601998758792007
winter,-1.2260742619161675,6.168001121790862,-1.183785683533357,,-2.438306301309437,-3.2750136531086262,,,-1.625142613060143,-2.351538101276894
spring,-1.3060380095836117,,-1.4608127620360192,-1.8666328826124696,-2.200370289366875,-3.4203953917239214,-3.097131892246256,-3.2943347652681862,,
summer,-1.5028301967729,5.632198596103439,-1.425114536486411,-1.8550654741365558,-2.0464744757888673,-3.541176622521172,,,,-2.403136831918735
autumn,-1.4077563634636947,,-1.4729309272280475,-2.2478742117763626,,-3.717467038358901,,-3.5791259837374216,-1.863687012233467,-2.651865982013968
winter,-1.56059740112122,4.5023756454689705,-1.6960311660272023,-2.250013219510289,-2.0972442621951464,-3.283157963344131,,,,-2.53953752000292
spring,-1.6237565780652838,5.081334204717594,-1.640975532593552,-2.3547090209835133,,,,-3.670998427374637,-1.9570549795487535,-2.6820412632653134
summer,-1.6283252080133672,4.430804131938081,-1.775224561243105,-2.5054967014283336,,-3.5203610735474253,-3.5045414324106248,,-2.054325046522669,
autumn,,4.457925475626494,-1.5888201420036085,-2.6715379443959746,-1.7849089362667807,,-3.4673119350030377,-3.62940471533292,-2.1746752739881243,
winter,,2.6218956484673237,-1.9843510091364296,-2.9386280158586406,-1.7715629049423045,,-3.28886132792282,-3.649923352263054,-2.3036882025459358,
spring,-1.9534576977156495,3.3687091128418247,-1.9983552465805199,-2.7987726881343926,-1.6347756393931787,-3.6572500813862057,,-3.599847245656133,,
summer,,,-2.083006969910977,-3.0439902681900213,-1.5111010524617536,-3.5784550326968194,,-3.4650795408361903,-2.306038168179803,-3.121347645300574
autumn,-2.074274516015296,,-2.1820877128321876,-3.1227203024648826,-1.7794797923515153,-3.5830526822163047,,-3.717852519637371,,-3.01807813455868
winter,-1.9905594080954125,0.952978619733944,-2.2156363127106458,-3.3164971006288857,-1.5717816950086752,,,-3.662312189355486,-2.1858419617392695,
spring,-2.329089601695949,0.464752746752068,-2.165733227631319,-3.3440234921724343,-1.5914540650148408,,-3.6744330325958163,,-2.4260562967426154,
summer,-2.5035521399408314,,-2.4919442513155245,,-1.4915444213412052,-3.407052935516945,-3.5562306919895676,-3.5316147891468472,-2.5207903846923285,
autumn,-2.537204941091019,-0.8873026559519266,-2.4046402838799783,,-1.6537376343780272,-3.508858523779704,,-3.8192625776840003,,-3.377631583695492
winter,,,-2.503294770121497,,-1.4826270667828831,-3.474728861244822,-3.4973896252507615,-3.6268253138311657,-2.3297254831839096,-3.4269549340017393
spring,,-1.6019004870645404,-2.5371502627514118,-3.644819066968682,-1.545685375472587,,,-3.833347173250185,-2.4132311216993934,-3.4741051758200934
summer,,-1.0183885722502444,-2.7761805993747215,,-1.4864140962173888,-3.4598163302783584,-3.4298629490797827,,-2.403937511618249,-3.40822111707619
autumn,-2.6808432429527063,-1.4197972615176697,,-3.846109217044699,-1.6622066018781476,,-3.4489421013049517,-3.6399780666054418,-2.6208265693345663,
winter,-2.6449837677534758,,-2.8530729359252645,-3.662464471760088,-1.5922673158804357,,-3.4706355592480778,,-2.499480296595578,-3.46742531868704
spring,-3.0077292824190462,-2.124369476063774,,,-1.6336529497503487,-3.547769369000094,,-3.7333374820189187,-2.653269620768008,-3.6746521927957096
summer,-3.014310581406299,-2.34027447580304,,-3.9172026485394036,-1.5448596936819325,,,-3.7432459710722203,-2.82004805944015,-3.6065683726384115
autumn,-3.1042236146778492,-1.951043695376807,-3.189386016405278,-4.00987166308272,,-3.368952062846841,-3.4723242209990253,,,-3.6159894674670765
winter,,-2.369940352462974,,-3.878652508350118,-1.8208754911099994,-3.300835225441075,-3.2950771647544,-3.5746289886555216,-2.7416492423845167,
spring,,-1.612083362371803,,-3.8204657634429293,,-3.169810125798329,-3.2744474699764625,-3.702483202698378,-2.8268505151393537,-3.7765477118818427
summer,-3.26588100974742,,-3.3710570114416254,-4.119927238136208,,,-3.1560742593657434,-3.4785233376216467,-2.7668618898397677,-3.7703362391552417
autumn,-3.374161992187955,,-3.442041775452586,-4.011698647443278,-1.8868384051797387,,-3.1695125314113506,-3.728297515114485,-2.801161810149443,
winter,-3.3820825689828453,-1.7433006409872336,,-4.035327819727894,-2.1006172816009903,-2.990128530132388,-3.030285662369455,,-2.6067361448996316,
spring,,-1.7045604266703682,,-4.087004945275013,-2.4336910804262257,-2.9136991989675387,-2.882104631425266,,-2.773503371470665,-3.705930383977175
summer,-3.5859676620820116,-1.1138360633351776,,-4.079287335572768,-2.4875747975262295,-2.503836478791664,,-3.616606278786116,,-3.553915188006118
autumn,-3.4796605476631655,-1.5363811778606236,-3.69618144528414,,-2.532215441160755,,-2.3729357738014056,,-2.945409797957943,-3.8247875756952556
winter,,,-3.6239637051936024,,-2.6317329709216373,-2.4706071063100374,-2.172289769729953,-3.673375533471327,-3.0063431909731033,-3.430484577660779
spring,-3.284031349660353,-0.3563950659806525,,-3.673376531538822,,-2.296154836963287,,-3.5314093772386363,-3.0597803827732766,-3.5504957056934767
summer,-3.3348639578884276,-0.7534228246824113,,-3.395001385079404,-2.872158249086455,-1.81777711798901,-1.7363059670215781,-3.418837127867141,,
autumn,-3.299835302488128,-1.426846384953739,,-3.1368735292647623,-3.1043973906341567,,,-3.6109287635989054,-2.6090400434686494,-3.357825867869682
winter,-3.1160585835281425,-2.2510196899830923,-3.597148353857695,,-3.0342985484595038,,-0.8256457650348621,,-2.5759440770025166,-3.0942401249002427
spring,-2.9765388797389885,-3.3815574732194027,-3.587916394385533,,,-1.2720024566166894,-0.712013835163793,-3.4054254049304173,,-3.0174432670917333
summer,,-3.8914184141050514,-3.278081475791265,-2.375566542805264,,-1.080739243402676,-0.31608798327047927,-3.2691922055290386,-2.32094338456028,
autumn,-2.8319690939279805,,-3.068133879954764,,-3.422971460535624,,0.1591890135361338,-3.1411976044203227,-2.336004687596926,-2.50996315553966
winter,,,-2.720648857268525,-1.8839548025438089,-3.4621008512149025,-0.7161453876870253,,-3.1825433440532582,-1.9549338438922184,-2.174412678483747
spring,-2.333180402569334,,-2.4529020036226425,-1.3811323135686178,-3.5981185631465267,,,-2.9640052306486337,-1.6870508561621258,-2.0412968055904037
summer,,,-2.2479432815267244,-1.0800183481700492,,-0.2276308520576079,0.8427578915252472,-3.0758492093544567,-1.4878956150268532,-1.5467875545316643
autumn,-1.820204475124913,-2.9644800902527164,-1.8974608436355518,-0.8726821714821208,-3.523942249240009,0.25952611278328325,1.387706988301022,,,
winter,-1.4446767692154032,-1.9174633880570324,,-0.4191101611174195,,,1.466795781804727,-2.896359336729299,-0.5935655581916492,-0.8003893388842817
spring,-1.2150762956245778,-0.7778757272048814,-1.244682638851792,-0.21469437541179714,,,,-2.7018448664278436,-0.3484962990165421,-0.7486847608816976
summer,-0.846583528080443,0.055527541077117104,,0.08377717981920063,-3.156574595176788,,1.936207861851714,-2.634509253788658,-0.061707571253003524,
autumn,,0.302590353614956,,0.42437245439555893,-3.27567047515714,0.873511872189674,1.9767622724563445,-2.481944703552592,0.37254627526211825,
winter,-0.3631720502553064,0.5813943349191092,-0.1873240770408957,,-3.080190078049106,0.9953024157230974,2.180066459634026,,0.7527485738191814,
spring,,0.8836292988441559,,0.7566461928761876,-2.9209558466339076,1.0544460857855875,2.264310126774567,-1.9246383580252606,,0.5102502461255092
summer,0.27176894876777924,0.7782236006607804,0.46520768992138517,0.8719974504169423,-2.8798985142204425,1.1356469850045534,2.1799131579630546,,,
autumn,0.41837830437780665,,,1.3644712664374878,-2.650823466472791,1.3879218602700985,2.1463682906267865,-1.6967554709886854,1.737877133022026,
winter,,1.3235217764814797,1.0699614455507607,1.282496296278318,,,2.1390651196847257,-1.3394016642031368,2.239167598728143,1.2789603507158502
spring,0.7093108117158864,1.9624598149835883,1.356555905097575,,,1.4613701459306432,2.2286744512681147,-1.4202787679303497,2.2574750170633266,
summer,,1.575010021126256,,1.7445244029862916,-2.5342622103424035,1.4120772814813594,2.0072801034621808,,2.5014260146995815,1.6657031182586337
autumn,0.6352261320928954,,1.6061389168491051,,-2.262309947879933,1.5791508509833423,2.008981279313641,,2.6986170007265766,1.99528664594717
winter,0.7909836023982403,0.7926006446197663,1.6454038546008112,1.7280184136308114,,1.3527660851271905,,,3.010766665119014,2.0187560551809316
spring,,1.2215784117959785,,1.8623666235774252,-2.3625473664693586,1.5357257438982295,1.7602793743268925,,3.0382711289150843,2.1580153614163287
summer,0.9303104373742314,0.8934865809823779,1.8001677434285865,,,1.4589749403799759,1.8666672576216081,,3.2050820511177833,2.1870398854547752
autumn,1.0293549025280986,1.279664114636328,1.9072508685583036,,-2.1688437986379347,,1.791016316003349,-0.8443582771621403,,2.188882520866448
winter,,1.4590635076517886,1.8502301379620147,,-2.0795027447581758,1.6270795645277023,1.580134672551043,-0.762004128669123,,2.200716613549621
spring,1.180572379784622,1.8666146424904886,,2.0156768607902626,-1.9263254328887898,,1.707228045273228,-0.6519942741696622,,2.192697729033436
summer,1.0356222240538058,0.8788814254580053,1.836407389415875,,,,1.721840906587184,-0.9046657095745061,3.241079720124613,2.274332237588522
autumn,1.086360391974053,1.2323853024732814,1.7529045601616327,2.0753596899316205,-2.033992317819542,1.5728687838236368,,,,2.1685559103306074
winter,0.8231008332386179,0.655354314531385,1.8522960024512012,1.7987122624558225,-2.305720397350583,,,,3.2675270466370634,2.25002270819753
spring,,1.452326225397838,1.6597252021883684,1.813168108451857,-2.2671869584653153,,1.732934037455132,-0.9554101678119753,3.0709368659763783,
summer,0.78977720061731,,1.8753546314292104,1.7241042962196702,-2.373854019699256,1.657396385592685,,-1.0383223002645812,,1.9413986887025367
autumn,0.6469692154674376,,,,-2.435234668751392,1.5285084518519707,1.8405762397088639,-1.0376997148238676,2.6827828031761713,1.8372726638097772
winter,0.7049421516053797,1.185444149070545,1.3831773582533344,,,1.3394156865513396,2.138211980642666,,2.3628544165365977,1.665809345337289
spring,0.40069138959471395,1.0439434055295755,,,-2.5714796958611936,1.3750108007883735,2.0827785493382414,-1.445508473732375,2.0605976239052044,
summer,0.26986216159708165,1.2704701901129902,0.8993109147309891,,,1.3607103747350697,2.1456220112331748,-1.758147577535239,1.8956561040089077,
autumn,0.06703251490193352,1.0063055844427176,0.6554601490600279,,,1.2033604426790125,1.9448471697057683,,1.5116359937474386,0.8785470876269238
winter,-0.26146033362845433,0.4913769769252072,,0.7782496043133931,-2.8638904159089122,,1.952991490247069,,0.9286221663201384,0.7163397515286032
spring,-0.5780243285779622,0.5509069193040856,-0.2659702290592494,,-3.0591707081547472,,1.937994678948031,-2.193803285897249,0.4426999349481161,
summer,,-0.18214623503228822,,0.027264150859630076,,0.7816125040576898,1.769480589892249,-2.540102313278676,0.015874558283362372,-0.14617667194327766
autumn,-1.2786011032050895,-0.8906456388084172,-1.119455466809934,,-3.1940018732774496,0.5806007664239983,1.561209921945659,-2.791009938877852,,
winter,-1.5886905669459757,-1.9244594359399327,-1.5442656565558623,-0.5635399343131575,-3.3668788522773068,0.20352626521049488,,,-0.8358942405952852,
spring,-1.7370539978629358,-4.0786913778039695,-2.230958439278892,-0.9505065050685448,-3.5777246153197257,,0.967824095829176,-3.0572422032669495,,
summer,,-5.261765812363854,,-1.5624608051230262,,-0.38760197235291016,0.555746994997502,-3.1677237651153325,-1.7068504581611434,-1.8047643604927972
autumn,-2.546309438134196,,-2.9252071252088774,-1.8972274009905725,-3.579426224262028,,0.09734438213883356,-3.1260546349047282,,-2.24860542292131
winter,-3.071394498012964,,-3.344005938154114,-2.349601626615861,-3.443167057715869,,-0.1283150339090644,-3.2745548578261054,,-2.707234644636155
spring,-3.1161910371669155,,,-2.849729366099167,-3.3647009688692893,-1.4145382422696402,-0.8642289282036741,,-2.3990070847684453,-2.99460768523015
summer,-3.3519629808178983,-1.3876146194727315,-3.7519476566292163,-3.186950888138455,,,-1.4223983863712957,-3.409371395626736,,-3.1198352379013543
autumn,,0.12973483193519764,,-3.6290103959626894,-2.8678159694488428,-2.1339759422592324,-1.7735865572599498,-3.4978209167859573,-2.738836636364598,
winter,,-1.2999584163499556,,-3.900001247620687,-2.5730760336326,,-2.428389172040428,-3.395271575257592,-2.9993716319575867,-3.6309651415723447
spring,-3.5399654133450458,-0.4420156088376408,-3.759787159174868,,-2.2880673830328924,,,-3.5435040130296587,-2.8848388690676603,-3.7225790471751843
summer,-3.32166271324236,-1.6225118816427626,,-4.029127798384513,,-3.1061422934930567,-3.152546664989372,-3.669832502728098,,-3.8048051511310477
autumn,,,,-3.988787637519094,-1.7579226963182877,-3.071707219698096,-3.3773239304031963,-3.704430267147748,-2.8399069771797016,-3.623210314587515
winter,-3.1814667016922717,-2.9669893158280907,-3.0635122948909803,-3.904129558464342,,,-3.4398101908164156,-3.7973374478544537,-2.7320949790078415,
spring,-2.771826620815544,-2.1658593607958894,-2.9002310078573794,,-1.5470708631208328,,-3.470466763664751,,-2.6246216670372027,-3.6632055097709237
summer,,-1.1559038645574633,-2.489982899899272,-3.587456292980708,-1.5157809922459236,-3.377387677823573,-3.5063925076743176,,-2.3933324260387687,
autumn,-2.4726767593306374,0.5429322863374249,-2.429537142310852,-3.2762950406243077,-1.5412255865943991,,-3.492063256062313,,,-3.2520372661483385
winter,-2.202881969845338,,-2.2779788797108305,-2.7166862358185613,,-3.5498574202012536,-3.6149401843489284,-3.6281248130340007,,-3.207593939436439
spring,-1.8530234683360163,,-1.9212212119148624,,,-3.656201073722304,-3.3715188954600106,-3.744031335674375,-1.9386600667787177,-2.892144219475896
summer,-1.7068784854557508,4.662053887327479,-1.7580971145280966,-2.4360861024097873,-1.973820341458522,,-3.350301745285206,,,-2.7390620368168177
autumn,-1.4778651464600479,6.523021263618503,,-1.8985172097085865,-1.9137272690232883,-3.4842931737565057,-3.198019502985921,-3.521392386366718,,
winter,-1.2424269913665877,,-1.2072052413659125,-1.6582025228783897,-2.397125872141046,-3.4986000566221893,,-3.5317421850783663,-1.918025924485175,
spring,-1.2161798779224,5.41079964846257,-1.004295990322691,,-2.362695922485081,,-3.1699584628602526,-3.425464771544486,,-2.1214587068888027
summer,-1.0582013970067747,5.604664408543057,,-1.2942043340002196,-2.699201124973088,-3.195273218135378,,,-1.6072424410914277,-2.0842947179134828
autumn,-0.9586884427510357,,-0.8283714493887745,,-2.6081021067194072,,-2.9649229678006344,-3.2858371196555924,-1.4327912601006032,-1.9850718956324807
winter,-0.8233162603765897,,-1.0314446735879346,,-2.8476786745287725,-3.0416030841019572,,-3.25186132764058,-1.4038764541227209,-1.9438351839704016
spring,,,-0.652254790123511,-1.0753026376010597,-3.1246810771891056,-2.9151318715040904,-3.0823220615876865,,-1.2277331300169299,-1.706884582777647
